Question,Answer,topics
"Q: This is a United States Holocaust Memorial Museum interview with Mr. Jan Hieminga, on August 9"", 2016, in Nashua, New Hampshire. Thank you very much Mr. Hieminga for agreeing to speak with us today, and to share some of your experiences during World War II.",A: You're welcome.,"[1, 2, 3]"
"Q: Before we get there, we're going to talk a lot about your pre-war life, and what was the world that you were born into, and grew up in. So I will start with my very first question, and that is, can you tell me the date of your birth?","A: July 1, 1920.","[1, 2, 3]"
"Q: July 1"", 1920?",A: Yes.,"[1, 2, 3]"
Q: Okay. And what was your name at birth?,A: Jan.,"[1, 2, 3]"
Q: Jan. And your last name Hieminga?,A: Hieminga.,"[1, 2, 3]"
Q: Okay. And where were you born?,A: In Amsterdam.,"[1, 2, 3]"
"Q: In Amsterdam?ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Jan Hieminga : August 9, 2016","A: Yes, in the Netherlands.","[1, 2, 3]"
Q: Okay. Did you have brothers and sisters?,"A: Yes, I had one brother and two sisters.","[1, 2, 3]"
"Q: Ga -- were you the youngest or the oldest, or in between?",A: In between.,"[1, 2, 3]"
"Q: Okay. Can you tell me about your other siblings, their names, and about how much age difference there was?","A: My older brother, his name was Wiepka(ph).","[1, 2, 3]"
Q: Wiepka(ph)?,"A: Yeah, een Friese naam. My father came out of Friesland, and that is the reason they had the Friese naam. And then they --","[1, 2, 3]"
"Q: A--a fre --a fre -- is Wiepka(ph) a Friese naam, is that what you're saying?",A: Yeah.,"[1, 2, 3]"
Q: So your older brother had a name that was particular from the area of Friesenland(ph) --,A: Yeah.,"[1, 2, 3]"
Q: -- in the Netherlands.,A: Yes.,"[1, 2, 3]"
"Q: And how many years older than you was he?ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Jan Hieminga deg August 9, 2016",A: Nine years.,"[1, 2, 3]"
Q: So he was born in 1911?,A: Yes.,"[1, 2, 3]"
"Q: Okay, and then came you, in 1920.","A: No, then came my sister, Wilomene(ph).","[1, 2, 3]"
"Q: Wilomene(ph), okay.",A: Born in 1916.,"[1, 2, 3]"
Q: Okay. And then came?,"A: And then came my sister Truus(ph), born in 1926.","[1, 2, 3]"
"Q: Okay, and anybody else, or is this it for the chil --",A: That's it.,"[1, 2, 3]"
Q: That's it.,A: Four of us.,"[1, 2, 3]"
"Q: Four of you, and you were the second from the youngest. The second -- in other words, you had a younger sister?",A: Yes.,"[1, 2, 3]"
Q: One younger sister. And her name was Truus(ph)?,A: Truus(ph).,"[1, 2, 3]"
"Q: Truus(ph). Your father and your mother's name?ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Jan Hieminga deg August 9, 2016",A: My father's name was Bouwe Hieminga(ph).,"[1, 2, 3]"
Q: Bouwe?,"A: Bouwe, b-o0-u-w-e, Bouwe.","[1, 2, 3]"
"Q: Bouwe, okay.","A: Also, Friese naam.","[1, 2, 3]"
Q: Okay. And your mother's?,A: My mother was Maria Johanna(ph).,"[1, 2, 3]"
Q: And her maiden name?,A: Vanderbundt(ph).,"[1, 2, 3]"
Q: Vanderbundt(ph).,A: Yeah.,"[1, 2, 3]"
"Q: Okay, was she also from Friesenland(ph)?","A: No, she came [indecipherable] the southern part of the Netherlands.","[1, 2, 3]"
"Q: Uh-huh. How did your parents meet, if one was from the north, and the other is from the south?","A: I don't know, they met in am -- in Amsterdam.","[1, 2, 3]"
Q: Okay.,A: And --,"[1, 2, 3]"
"Q: Is this, Amsterdam, also where you grew up?ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga "" August 9, 2016",A: Yes.,"[1, 2, 3]"
Q: Okay. Tell me a little bit about your family life. How did your father support his family?,"A: Well, he was an -- an craftsman in carpentry, and he was an -- oh, how would you call it here in English?","[1, 2, 3]"
Q: Say it in Dutch.,"A: The -- the leager(ph) -- the leader from the group of men, the craftsmen.","[1, 2, 3]"
"Q: Oh, was he like in a guild of some kind?","A: No, no.","[1, 2, 3]"
Q: Was he a master craftsman?,A: Yes.,"[1, 2, 3]"
"Q: Okay. And what kind of things did he make, with his carpentry?","A: Well, his daily work was in the building trade, but at evening, he did fine work.","[1, 2, 3]"
"Q: So, in the building tr --","A: So he made -- he made his own furniture and cabinets, and so on, table, whatever he did.","[1, 2, 3]"
Q: Was it nice furniture?,A: Very nice.,"[1, 2, 3]"
"Q: So it must have made your mother very happy that she had such nice furniture.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga deg August 9, 2016","A: Yes, yes. And he, in the oldern days [indecipherable] rebuilding an -- an building, they took the doors, and those doors were two inch thick oak. And I put on behind -- around the front, they put in -- what is it then, the skirting --","[1, 2, 3]"
Q: Describe --,"A: -- that the peop -- that the -- that the people would not go into the building, and would be safeguarded, how's that?","[1, 2, 3]"
"Q: Oh, so like an --",A: A fence.,"[1, 2, 3]"
Q: A fence.,A: A fence.,"[1, 2, 3]"
"Q: An iron -- a gate, of a kind.","A: Gate, yeah.","[1, 2, 3]"
Q: Yeah.,"A: And they use those doors. And when the door -- when the job was finished, my father took those doors, they were all oak --","[1, 2, 3]"
Q: Okay.,A: -- and then he --,"[1, 2, 3]"
Q: Made furniture.,"A: --he--he made furniture out of it.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Jan Hieminga deg August 9, 2016","[1, 2, 3]"
Q: How wonderful.,A: And that was all -- that was all beautiful kwadet(ph) oak.,"[1, 2, 3]"
Q: Yeah.,"A: You know, in -- in the early days, kwadet(ph) oak was used for everything.Later, no more -- well, there was no more.","[1, 2, 3]"
Q: Yeah. What ama -- wh-what an amazing way of reusing --,A: Yeah.,"[1, 2, 3]"
Q: -- the material.,A: Yeah.,"[1, 2, 3]"
Q: So i-- he was involved in construction work.,A: Yes.,"[1, 2, 3]"
Q: Did he work for somebody else?,A: Yes.,"[1, 2, 3]"
Q: Okay. Had your father finished any schooling?,A: No.,"[1, 2, 3]"
"Q: Okay. But, did he know how to read and write?",A: Oh yes.,"[1, 2, 3]"
"Q: Okay.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Jan Hieminga "" August 9, 2016","A: Oh yeah, he had schooling, that schooling, yes. I thought like you meant as an craftsman.","[1, 2, 3]"
"Q: Oh, I see.","A: No, but he went to school regularly.","[1, 2, 3]"
Q: He went to school.,A: Yeah.,"[1, 2, 3]"
Q: Did he go to higher education?,A: No.,"[1, 2, 3]"
"Q: Okay, okay. And did your older brother also work in the same trade with him?",A: Yes.,"[1, 2, 3]"
Q: Okay.,"A: [indecipherable] with him, but in different firm.","[1, 2, 3]"
"Q: Okay. And he worked for a different pers -- that is, your father didn't work on his own, he worked for somebody else?",A: Yes.,"[1, 2, 3]"
"Q: Okay. And your mother, did she work outside of the home?",A: No.,"[1, 2, 3]"
Q: Okay. She took care of the four children.,"A: She took care of the children, yes.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga "" August 9, 2016","[1, 2, 3]"
"Q: All right. And, tell me a little bit about your home. Were you -- did you live ina single family home, or did you live in an apartment building?","A: An apartment, we lived in an apartment in Amsterdam.","[1, 2, 3]"
Q: What part of Amsterdam?,A: In Amsterdam West.,"[1, 2, 3]"
Q: Okay.,A: In western part.,"[1, 2, 3]"
"Q: And, can you describe your neighborhood a little bit for me? Was it only apartment buildings there, or --","A: Yeah, apartment buildings, and it was -- besides a waterway, and there was also causeway, and -- and [indecipherable] now. What is that in [indecipherable]. They sold wood. What is that in --","[1, 2, 3]"
Q: A lumberyard?,A: A lumberyard.,"[1, 2, 3]"
Q: Okay.,A: With -- with -- but only fine wood.,"[1, 2, 3]"
"Q: Was it a newer -- was it a newer neighborhood, or an old --","A: No, old.","[1, 2, 3]"
"Q: Old neighborhood.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga "" August 9, 2016",A: Yeah.,"[1, 2, 3]"
"Q: So the image that people have of Amsterdam, with canals, and narrow houses, and so on, was this your type of neighborhood? Is that where you lived?","A: Well, not the narrow houses, that is in the center of town.","[1, 2, 3]"
Q: Okay.,A: But the the [indecipherable] was the regular apartment buildings.,"[1, 2, 3]"
"Q: Okay. Okay. And was it in -- by social, I'd say, if not status, but by social standing, was it a working class, or a middle class?",A: Middle.,"[1, 2, 3]"
Q: Middle class.,A: Yes.,"[1, 2, 3]"
Q: Okay. Would you say that your -- your family was a well-to-do family?,A: No. On the lower side from well-to-do.,"[1, 2, 3]"
"Q: Okay. What we say, lower middle class.",A: Yes.,"[1, 2, 3]"
Q: Okay. Were your parents very religious?,A: Yes.,"[1, 2, 3]"
Q: Did they --,"A: Both of them.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga 8 August 9, 2016","[1, 2, 3]"
Q: Both of them?,A: Yeah.,"[1, 2, 3]"
Q: And what -- what denomination did they belong to?,"A: Well, they were -- my mother was -- I don't know ho-how to express that, but let's say Reformed, and my father was Christian Reformed.","[1, 2, 3]"
"Q: You know, people outside the Netherlands aren't really aware of the m-- the many different kinds of denominations within the Netherlands.","A: Oh yeah, yeah, they were all fighting each other.","[1, 2, 3]"
Q: Can you --,"A: They're not -- not like the Roman Catholics [indecipherable] they were all one, yes.","[1, 2, 3]"
Q: Can you -- can you tell me a little bit about these -- th-the religions? They're Protestant denominations.,A: Yes.,"[1, 2, 3]"
"Q: But what is the difference between the church Reformed, and the Reformed?","A: Well, I don't know how to express that, but the Christians for -- Reformed, were more particular in their Bible study, and reading [indecipherable]","[1, 2, 3]"
"Q: Ah, were they stricter?","A: Yeah, very stricter.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Jan Hieminga "" August 9, 2016","[1, 2, 3]"
"Q: Okay. Okay. Did you grow up in such an atmosphere, too?",A: Yes.,"[1, 2, 3]"
Q: Did you go to Bible studies every Sunday?,A: Yes.,"[1, 2, 3]"
"Q: Okay. Did you go to a religious pa -- school, when you went to school?","A: Yeah, Christian school.","[1, 2, 3]"
Q: A Christian school.,A: Yes.,"[1, 2, 3]"
"Q: And, how was it expressed in your home? How were -- how was your reli -- your family's religious belief? How did it play a role in your everyday lives?","A: [indecipherable] of one another, and like you are honest.","[1, 2, 3]"
Q: The values that you're supposed to have.,"A: Yeah, yeah.","[1, 2, 3]"
Q: Yeah. Di-- was there Bible study in the home?,"A: Not study, but reading.","[1, 2, 3]"
Q: Okay.,"A: Yeah, it was after -- after dinner, my father read the Bible, and prayed.","[1, 2, 3]"
"Q: Okay, okay. Did you go -- start school in Amsterdam?","A: Yes.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga 6 August 9, 2016","[1, 2, 3]"
Q: And did you finish your schooling in Amsterdam?,A: No.,"[1, 2, 3]"
Q: Okay.,"A: No, my father had an other job in The Hague.","[1, 2, 3]"
Q: Okay.,A: And so we moved to The Hague.,"[1, 2, 3]"
Q: And that's about how much --,A: That was in 1934.,"[1, 2, 3]"
Q: Uh-huh. You were 14 years old.,A: Yes.,"[1, 2, 3]"
Q: Okay.,A: My school was not yet finished.,"[1, 2, 3]"
Q: Okay.,"A: And the school was not too good in Amsterdam, but when I came in the school in -- in The Hague, I -- I really learned something.","[1, 2, 3]"
Q: It was a better quality school?,"A: Yeah, better quality school.","[1, 2, 3]"
Q: Okay.,"A: And of course, the Christian schools were all private. They were not -- they were su -- they were supported by the state [indecipherable] but they were handled privately.","[1, 2, 3]"
"Q: When you say supported, did that mean they got monies --",A: Yes.,"[1, 2, 3]"
Q: -- financing from the state?,"A: Yeah, yeah.","[1, 2, 3]"
"Q: But they were -- but they were administered then, through the churches?","A: Through the churches, yeah.","[1, 2, 3]"
"Q: Okay. Was most of the Netherland very religious? Was it a very religious country, at that time?","A: Half and half, I would say.","[1, 2, 3]"
Q: Okay.,A: But I can't remember.,"[1, 2, 3]"
"Q: Okay. In Amsterdam, did you live in a neighborhood where there were -- that was diverse, or that was pretty homogeneous?","A: [indecipherable] I would say, everyone.","[1, 2, 3]"
Q: Okay. Were there Jewish families in your neighborhood?,"A: Oh yeah, there must have been. I -- I can't remember.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga "" August 9, 2016","[1, 2, 3]"
"Q: Okay, you don't know.",A: No.,"[1, 2, 3]"
Q: Okay. What about The Hague?,A: No.,"[1, 2, 3]"
Q: Okay. Okay.,"A: No, Amsterdam was really Jewish, but the main -- that was more in the city part, where they were. But I mean, at that time when I grew up, there was no difference between Jews and je -- and the Christians, I mean.","[1, 2, 3]"
Q: In-,A: We went along fairly well.,"[1, 2, 3]"
"Q: Okay. So there were -- nobody felt that they were -- they were somehow or other less Dutch if they were dewi -- Jewish, or if they were Christian?",A: No.,"[1, 2, 3]"
Q: Okay.,"A: I can't remember that, you know, that's -- no.","[1, 2, 3]"
"Q: Okay. Now, in 1934, when you moved to The Hague, you're 14 years old. And a year before then, Adolf Hitler came to power in Germany.","A: Yeah.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga a August 9, 2016","[1, 2, 3]"
Q: Was this something that people talked about in the Netherlands? Of things that were going on in Germany?,A: Not at that time.,"[1, 2, 3]"
Q: Okay. It was far away.,A: Yeah.,"[1, 2, 3]"
"Q: Okay. Were your parents ha -- did they have any political kinds of beliefs, or ad- adherence to anybody?",A: Yeah. Anti-Revolutionaire.,"[1, 2, 3]"
"Q: What does that mean? Anti-Revelutionary(ph), what does that mean?","A: Yeah, but how do -- can I explain that in English?","[1, 2, 3]"
Q: I know.,"A: Anti-Revolutionaire,","[1, 2, 3]"
"Q: Well, there's a word revolution in there, revolutionaire.","A: Yeah, yeah, ma -- anti -- so, what do we have here? Democrat and republican, I would say that you are republican, you know, in that kind of direction.","[1, 2, 3]"
"Q: Okay, so they would have been more of a conservative adherence --","A: Yeah, very conservative.","[1, 2, 3]"
Q: Very conservative.,"A: Yeah.ontectnetbnancedjushetnney for father Hlonmalberabouttfiseetecion Interview with Jan Hieminga "" August 9, 2016","[1, 2, 3]"
"Q: Very conservative. What about the children? Did you kind of accept that as well, that this is the --",A: Yeah.,"[1, 2, 3]"
"Q: Okay, okay. What kind of work then, did your father do in The Hague, continued with the construction work?","A: No, he was a supervisor over an -- an block of houses, you know, the -- to take care of it, maintenance.","[1, 2, 3]"
