Question,Answer,topics
Q: Would you tell me your name please?,A: My name is Mady Deutsch.,"[1, 2, 3]"
Q: And where and when were you born?,"A: I was born in Czechoslovakia at the time and the name of this city was Berehovo, on April 29, 1930.","[1, 2, 3]"
Q: Tell me about your family.,"A: Well, my family were a very close and loving family. My father conducted his business from home, and therefore I saw him quite a bit during the day. I went to school in the mornings and in the afternoon I was home and...uh...spent time with my father as well as my mother who was a homemaker and she just took care of us. That was her sole job. And I had a brother who was 6 years older than I. And we lived in a small city. Uh...I would call ourselves...uh...like middle income family. I had all the comforts, and all my needs were covered. We used to go away in the summertime into the mountains for vacations...uh...during the Christmas school holiday or the....uh...holiday during Easter with...I visited some family in different cities, about 50, 60 miles away from where we lived.And my...my cousins would come to our house and we would just exchange...uh...these visits and we were a very very tight knit family.","[1, 2, 3]"
Q: Tell me about you and school.,"A: Well, I went to school obviously in the mornings up until about 2 o'clock in the afternoon. And...uh...in the afternoons during the summer, I would go with my friends swimming. We played ball. Uh...My friends who lived in the area, within the neighborhood, they...uh...used to go to each other's homes. I also went to a religious school, which was right after school. And Saturday mornings we had...uh...religion but more the...instead of studying just history, we were...uh...learning how to read Hebrew and in the early stages that was okay, but then later on when the anti-Semitism became worse, they were not...the Hungarian government was not very cooperative and didn't want to...us to learn...uh...or get education in the Hebrew language or the Hebrew history, and that was little by little eliminated. Uh...I'd say about 1938...39,...uh...the anti-Semitism just became worse and worse. We heard...my father was a avid reader of the newspapers. He read every paper that was available. We had a radio that...but no television at the time obviously. And my father and my mother were listening to the news all the time to know what was going on in the world. And we had heard things happening, but nothing of what was to come. There were even some rumors that somepeople escaped from Poland over to Hungary, and they were telling about some horror stories what were...what was being done to Jews there. But nobody would believe it. They thought it...somebody lost their minds to come up with horror stories such as this. So they never...they totally disregarded this. But I remember all these conversations only my parents talking. That was in 1930. I was only a 8 year old child, and I was still just playing with my friends and I just heard these things. And thinking back, these little bits and pieces of...uh...this information are coming back to me. As a matter of a fact, my mother had a sister...that was her youngest sibling, who met a young man...I would say probably the early part of 1938, who was born in Hungary about maybe 20 miles away from my city...or our city, and he and his family...uh...emmigrated. They came to the United States. And when he was a young man around early part of 1938 he came back to visit his hometown and traveled around and visited different cities in the area. And he met my aunt who was a very beautiful, maybe 20, 21 year old young woman. I mean very, very beautiful. And they really fell in love and decided to get married and that she would come back with her...with him to the United States. But that time already again the government interfered in all kinds of things...everythings happens throughout the world. And they were having a hard time trying to get the papers for her to be able to come to the United States. So he had to be back a certain time. That was because his visa expired, and he had to come back to the United States, and her papers were not approved yet at that time so that she couldn't come back with him. So they said that she should stay there and they will try to make all the arrangements for her papers to be cleared so that she can join him. But this went on for months and months and months and writing to the Budapest to the government and to Prague which was again part of the time it was Hungary, part of the time it was again Czechoslovakia. In November 9th of 1938, the Hungarians took back this part of Hungary. So we were dealing again with two governments. So they had a awful lot of problems, and they just could not accomplish...uh...what they set out to do to clear her so that she could join him. So he came back. When he saw that the war was imminent...you know it was just about any time now. So he decided to come...to go back to Hungary, and he was there maybe 48 hours and he took care of all the papers and visa and everything and then they let her go with him. And they came out with the very last ship just before the war broke out. And they settled in Pennsylvania where they raised a child and lived a very beautiful life all these years until, of course, she heard what happened to the rest of her family in Europe. After she came out and...uh...things were getting worse in our city and our country. And more and more anti- Semitism was going on. People were...uh...being arrested, falsely accused of all kinds of things. Uh...Students couldn't not go into higher education because that became what they called the Numerus Klausus and only a certain number of students were allowed in higher education. And the...only way that my brother and I were able to get into this Klausus because our grades were excellent. And my parents put an awful lot of emphasis on us getting a good education and studying and learning and they were always supervising that we should get the best of everything. And education was one of the most important things in the world. But as time went on, it was getting more and more difficult in school as well. The teachers were quite anti-Semitic and they made learning very difficult. And if we deserved a grade A in a subject, we would get maybe a C, just barely passing so that we were not treated like the other students. And neither were grown-ups, adults in businesses. Uh...Doctors andattorneys and professional people were...were already not allowed to practice their profession because they were no longer trusted. You know, the Aryan race was something super special so Jewish doctors could no longer take care of them. And then businesses were little by little taken...uh...away. They...the government and...uh...would put somebody else, an Aryan, into a business to sort of run it. It was still so-called Jewish owned, but a Hungarian was already in charge and little by little it was worked so that the Aryan or the Hungarian who was the one that was going to be the beneficiary, so little by little this is what was done. Then in March of 1944...uh...Hitler and Germans invaded Hungary. And I can remember clear as a bell as if | would hear it right now. We had guests over the house when the news came over the radio, which by the way we could only listen to at that point under...uh...coverings you know. The draperies had to be drawn completely because we were not allowed to listen to the...uh...the news from London or from different parts of the world. That was already against the law. But somehow, you know, somebody was always watching out, looking outside if any...there was any Hungarian...uh...official or the gendarmes or the...uh...police anywhere nearby so that other people in the family or in the house could listen to the radio and could listen to the news and what was happening everywhere. So when my parents heard on the radio that Germany invaded Hungary, my mother's words were quote ""this is the end of us"" unquote. And I can...I was only 13 years old, but I still remember those words. And little did we know at that time how true...how close to the truth it came. We didn't know what was going to happen. We didn't know anything. It's just the...the fear. It is just what we have heard, what we have read...what my parents have read. As I said, I was just a child and I wasn't really aware of everything that was happening. But this is what they were afraid of. And sure enough within a matter of a couple of weeks, there were many decrees issued, and one of the first ones was to wear the yellow star on the outer garment in the front as well as in the back. That if we were on the streets we would be recognized as Jews and, therefore, secondary citizens. They could keep an eye on us so we...so that we could not...we could not go on the streets after dark or before dawn. We could be only when we could be vis...visible during the day, and there were many other decrees of course. This is when they really strictly enforced...uh...all the...uh...other decrees that I was talking about. It was semi-official until now. As doctors not being able to practice, they were no longer allowed in the hospitals. And businesses now were being taken, actually taken away, not just having somebody in there that would run it you know. And...uh...little by little, it became just worse and worse. Within weeks, it was...it was matter of weeks. We were in April...it was the beginning of April...I think we were invaded around the end of March, and in April already we were in the ghetto. And what was the ghetto? Now what happened here was the German SS, in cooperation...with total cooperation of the Hungarian police and the Hungarian gendarmes, came to our homes very early in the morning at dawn and knocking real hard and ""Jews, Get out of your house. Get out and line up in front of the house."" We couldn't imagine what was happening. I mean it was just a horrible, horrible thing. The children were screaming, and all of us were...were afraid. We didn't know what was happening and what was to come. And then we were told that we will be allowed back to the house for just a few minutes to get a little suitcase or a little handbag in which we could put a change of clothing and maybe some food, just dry food like a piece of bread or something that we had and then we were to come out again and line up in front of the...ourhomes. So we each got a little bag and put just the bare minimum in there. And then we were being marched down the streets where there was the small ghetto. There were several little areas that were designated as ghettos where the Jews were congregated. Now where we were it was just down the street in the...uh...back yard of our neighbor where they were making...uh...barrels, the kind that they store wines in right now, and they were also making...in some of the bigger areas and different areas in the ghetto...they were making brick. And so instead of us being ushered into buildings where we will be staying, these were like just a carport...just a covering to protect us somewhat from the rain and the sunshine, the strong sun. But there were no beds. There was nothing. It just...if we took a blanket with us or a change of clothing, that's all we had. So we were herded into this area and surrounded by...uh...fences so that we could not go anywhere of course. And the Hungarian soldiers and gendarmes were surrounding us so that there was no way of getting out of there. And then we were getting...when we got into this place and...uh...we were to put down our belongings under this area where...under the coverings of these...like carports and the Germans and the police and the Hungarian gendarmes erected a little podium and they stood up in front of us. They...uh...we had to come out from underneath and line up in front of these...uh...carports or area where we were standing. And they erected this little podium and they stood up there and they said to us the following. We will place barrels and buckets all along on front of you. And you are to place all your money...all your valuables in these barrels and buckets. Now don't get any idea on not putting them in there because we are going to search you afterwards and if we find as much as a penny on you, you will be lined up against a wall...and they showed us a wall right near by...and you'll be shot. But this was the day of my 14th birthday. So it was the worst, but in the end one of the best days of my life because my parents placed everything...what they thought was everything...all the belongings in these buckets and barrels because there were the Germans and the SS and the gendarmes and police with guns all over them...belts with revolvers all around them and each one had at least one gun on their shoulders. They were very, very threatening. And we were very law abiding, peaceful citizens. We didn't have any guns. We had nothing to protect ourselves with. So when we were herded out of our homes and into this ghetto, all we had with us that little change of clothing and nothing else. So we had no way of protecting us and we had no way...it just made no...no sense to really protect although we tried, and those that did were beaten up something terrible. But we had no way of protecting against all these guns and against these SS and against these soldiers...you know the police and the gendarmes. So they did and we did as we were told. So everybody took off their jewelry and money...whatever money was in the pockets and everybody placed them in the buckets and the barrels. However, there were people who were wearing a watch perhaps since they were a child or a wedding band for 10, 20, or 30 years. And they were so used to these that they didn't even realize anymore that they had it on. And they might have forgotten to put it in. And these people were taken and lined up against the wall to be shot later. Among them were...was my father. When he was searched after placing all these things into these barrels and buckets, they found a small amount...like a dollar bill in one of his little vest pockets and because of that, he was lined up against the war to be shot too. Now, this is my 14th birthday. And my father was to be shot in front of my eyes momentarily. It was a horrible time. But apparently they were...the SS and the gendarmes and the police were not given orders yet to kill. Apparently, they werejust given orders to use the worst scare technics on us so that we would follow orders exactly as they wished...as they wanted us to do. So after several hours until they collected all these loots, all these goodies they released all these people that were lined up against the wall. Well, as I said, it was also one of the happiest moments of my life because my father wasn't to be killed. And that was in the end my happy 14th birthday. He was freed. We were in this camp...in this ghetto about 2 weeks. We could not leave because we were surrounded by the Hungarian gendarmes and the police who were very, very happy to cooperate with the Germans because they were all promised rewards for their...for the job that they were doing. So they were at times even more cruel than the Germans just to prove that they...they really meant what they were saying, that they were going to cooperate. They were beating us even in the ghetto where it wasn't really necessary but they felt that they are going to be rewarded so they were beating us 10 times worse than the Germans at that time. About 2 weeks after we were in this camp, we were again lined up and marched to the railroad station. And at the railroad station there was a very, very long train waiting for us ready to go. Now these were not regular railroad cars in which normally people travel. These were box cars, you know, in which normally animals are being transported. Each had about 2 little windows on either side in which the fresh air would come in. Normally when animals are being transported in such manner, they just put them in sparsely so they're comfortable for whatever journey they are taking. But when we were placed into these box cars, we were packed in like herrings or sardines in a can. There was no room to move. We were practically on top of one another. And we were given two buckets after we were packed in. One was a bucket of water, and the other was a empty bucket for personal elimination for the whole car full of people. We were so tightly packed that if a person wanted to reach over to somebody else, that person had to climb over several other people in between...let's say a father and mother were sitting here with their children, but a child wants to reach another child a little further down, a friend perhaps, that child had to climb over adults to reach that person because there was just no place to move. We were traveling in this train for about 3 days and 3 nights with just a drop of water that we were all each able to get because there were probably about a hundred people so one bucket of water, all you could get was just a few drops. During the day it was very, very hot because we were so crowded in and just the little bitty windows that we got some fresh air in. And at night it was very cold because we were traveling through the high mountains. Of course, we didn't know where we were going, and we were just freezing. So nighttime freezing, daytime horribly, horribly hot. And no food and just a little drop of water which went the very first day. And we were traveling and traveling and we had no idea where we were. We were trying to look through those little windows to see if we recognized where we were, but nobody knew where we were or where we were going. So after about 3 days and 3 nights of traveling, we stopped. The train had stopped. It was night time. Couldn't see anything except flames in the distance. The odor that was coming in through those little windows into those box cars were horrible. We didn't know what that was. It was burning...like burning flesh, but who would...whose mind would enter something like this. It was a horrible odor, and just flames in the distance and howling of the dogs. We didn't know where we were. And we just had to wait and wait. And we heard voices in German and we had no idea what it was. Where we were or what was happening. So after it started to get a little light outside, we began to see movement and we saw SS soldiers with their insignia ontheir sleeves and their hats and guns on their shoulders, on the waist and with the big, big police dogs that they were walking up and down and speaking to one other and shouting to one another in German. We still had no idea where we were or what was happening. All we could finally see as it was getting light...wires, barbed wires about 10, 12 feet high with wires going across...like electric wires going right through them. And we still didn't know where we were. We didn't know what it was. Finally, the SS brought over a whole bunch of men in grey and blue striped uniforms and they brought along with them like a flat top cart...2 wheels with a flat top cart and two handles. And they were all lined up outside and all the SS with all these dogs and all these men in the uniforms. Finally, the SS started to open up the doors to these trains...to the box cars and we were told to get off and just line up right next to the carts. As we were getting off, these men in the uniform...uh...told us to line up in fives and told us exactly where. Just right along side the train...side of the road. And then after we all came off the train and was standing there, then the job of these men were to climb upon these trains and on these cars...the boxcars and remove what we found out later were bodies of people who died along the way. They were older people who couldn't handle this horrible cold and heat and no food and no water. They were sick people. Could have had a heart condition or whatever and died along the way. There were infants who had no water and the cold and the heat...they just couldn't last. So there were countless people who died along the way and they were taken off now by these men who were inmates. Now these people have been in this place already 6 months to 3 years or prior to that because what we found out much later these were inmates that were taken from Russia, from Poland, from Germany...Jews...political prisoners who did not agree with the German's philosophy, and these people were there and they were doing this labor. This was was the...their job to take the people who died along the way and they put all these dead people on this platform, two- wheeled cart, and then they were taking them off and straight to the crematorium where, within minutes, they were burned. Of course, we didn't know any of these things. We just saw them take off these dead people, and we were still to stand in line there because the police...I mean the SS at this point already was there with their police dogs and we were standing there because anybody dared to move, they just released the dog who teared people apart. So first the took away the people who were dead. Then there were other men who came and separated the men from the women. And we still had no idea where we were. But some of these people...these inmates were whispering to some of the people who had just arrived. We...we asked...not me as a child, but my parents or their friends asked, ""Where are we? Where are we? What is this place?"" And he says...they said, ""Don't you know? You are in Auschwitz."" And we didn't know what Auschwitz meant or what it was. And they kept asking, ""Where are we? What is Auschwitz?"" And he says...and they kept saying, ""This is the place where all your parents and your grandparents and your babies were killed and will be killed. This is the largest extermination camp in all of Germany and Poland, and you may not survive this camp."" And we were told at the time, you know, to just line up and relax because you're going to be taken to take a shower and your will be given clean clothes and you'll be working in a nice place. So just keep calm because they tried to avoid any reaction, any commotion. They wanted to keep us as calm as possible. And these men kept saying under their...while they were gathering up these dead..""""You may never make it. Everybody that comes here is dead in a short time."" We didn't know. So first we wereseparated. My father with my brother and my mother and I and all the men on one side and all the women on the other side. And they were...the men were going in one direction and then the women were going...marched in another direction. And as we were marching we came to...uh...fork in the road. And at this fork in the road was a very well dressed handsome officer with a small stick like a conductor's baton in his hand. And he would motion to the left or to the right which direction a person was to go. Again not knowing where we were going. What was the direction for...for all we know is that older people and little children were directed to go in one direction and the younger, healthier looking people were going in the opposite direction. Still not knowing where we are going or anything. But my mother was a very, very intelligent woman. Spoke several languages. And when she saw this well dressed officer who had a couple of...uh...assistants near him...and when she saw that this officer was directing the older people to go in one direction and the younger people in the other direction, she must have had some kind of a intuition because she told me, ""Mady. Straighten yourself up. Straighten up your body."" And she pinched my cheeks that I should look very healthy because after this trip of 3 days and 3 nights in this boxcar without food or water, we all looked horrible. And she said, ""Straighten up. I want you to look older than you are."" And when it was our turn to face this officer, she said in German, ""I'm 43 and she's 14."" And because apparently he was impressed with my mother's appearance and her conduct and her command of the German language, he motioned us to the direction where the healthy, younger people were going. Later, we found out who this elegant officer was who decided who is going to live and who is going to die. And his name was Doctor Josef Mengele, and he also selected not just these younger, healthier looking people to go to work for them or do whatever they felt that we could do for them, he also selected at this point as they were...as the people were marching in front of him...twins, and possibly dwarfs or people who were very tiny or anything that was unusual looking because he wanted later to conduct various experiments. We were marched in one direction heading toward some building where we were told that we're going to get...take a shower and we're gonna be given clean clothes and then we'll be taken to some place where we will work. The same thing was told to these older people and the children...that we are going to take you to this building where you're going to take a shower and get fresh clothes and you will be well taken care of. They didn't mention labor or work, but you will be well taken care of. So this to keep everybody as calm as possible. But when these people, the older women and mothers with their babes in their arms or holding the hand of the little child were taken into this building and yes, there were shower heads about every few feet and everybody was to get undressed completely to take a shower and when they did, they were to leave their clothes in an empty room, dropping everything and they were told that they'll get their clothes later and not to worry. They'll just be disinfected and cleaned, and they'll get it...they'll get it later, but first we'll get...they'll get some fresh clean clothes after the shower. But instead of getting water from these faucets...from these spickets in the ceiling, they got gas. And within minutes they all fell dead to the floor. They were after awhile...they were crawling on the walls trying...they were found near the doors or near the walls trying to reach for some air for...as they were found later.","[1, 2, 3]"
Q: Did you see any of this?,"A: I did not see them because they were in one building. They were in one building, and we were in another. We have seen...we have been told, and we have seen movies later on that the Germans themselves took movies of these people as how they were trying to escape and told by these inmates that...whose job again was after they were gassed and they fell to the floor and died...it was their job again to go back into these rooms and gather up these bodies and again put them on these flat boards and take them straight to the crematorium. So they were telling us later again what they have seen. And this is how they had to get people from the walls and near the doors, trying to get a breath of...last breath of fresh air. And that's how they all died. They were put on these flat top wagons and straight to the crematorium.","[1, 2, 3]"
Q: Let's come back to you. I would like to focus on what happened to you. You...When you and your mother went to the right. Tell us where you went.,"A: I was going to come to that right now. We also were marched now toward this other building that looked just like the one where the older people and the younger children went. We too went into a room which is benches and we were told to take our clothes off and put all the clothes down there and we were going to go into the next room where we were to get a shower and then get fresh clothes. And yes we were going into the next room where we, in fact, did take a shower. We did get water and we take...took a shower. And from there, we went into another big room right adjacent to the shower room where there was German soldiers with little scissors or these little hand machines that they normally they would trim the back of the hair when you go to...uh...get a haircut. And with that...with those scissors, or with those little machines, they cut off or they shaved our heads, under the arms and the pubic area. And mind you these were all men doing this on women to just further dehumanize us. I mean women tried to be modest, tried to cover up, but there was nothing to cover up with. We were stark naked standing there. And we went through this dehumanizing...uh...process of being shaven by all these men after which we were all given a clean dress. It was a grey...like a men's shirt, a grey shirt, but very long. So whether you were 4 feet 8 inches tall and weighing maybe 90 pounds or you were...uh...5 feet 10 inches tall and being...weighing 180 pounds, we all got the same dress. So those that were short, the dress was down to the floor. Those that they were heavier and taller, they might have reached above the knees. And we had at this point no hair. And when...if a mother and daughter or two sisters stood next to one another, they didn't recognize each other. They had to call for each one by name. Mother didn't mean anything because there was other mothers.They would say Mother Helen or Mother Elizabeth or Sister...uh...Suzanne or whoever...because you did not recognize each other. We looked so horrible without hair and with just this dress that some short, some long. And it was just an awful, awful experience.But that too we survived. From here again we were lined up in rows of fives and we were marched to barracks. And when we were marched into these barracks there were no cots or beds like...let's say the outside looked like an army barrack, but inside there were no beds or cots. What they had was platforms made out of wood. Like three tiers, approximately 6 feetwide and about 6 feet deep before it was partitioned. And between each row of the three rows, there were maybe about 2 and a half feet of space. And we were to climb into these cubicles and lie down there and there were...we were again packed in side by side so...so tightly that if a person was uncomfortable and very...tried to move or turn over, everybody in this cubicle had to turn over with him because there was just no room any other way. So this is where we stayed. This is where we slept. And next morning it was still pitch dark...I'd say probably about 4 o'clock in the morning, we were lined up in front of the barracks, again with the SS, with the police dogs with the guns everywhere. And they were...we were to be counted. So we were standing outside 3 or 4 hours a day until the SS that was in charge of the day to count us came by and counted the row. Only thing that I forgot to mention was that when we were marching from the trains toward...to the barracks, we were so dehydrated and hungry and thirsty that whenever we saw a little water whether it was a fountain or a puddle...whatever, we were just so dehydrated we try to grab a drink and everybody was running for some water whether it was in a wash basin or whatever. Little did we know that we should have never touched that water because that was highly contaminated in the following way. Auschwitz in 1944, when we got there, was already a very efficient killing machinery. They already had the crematoriums and the gas ovens going 24 hours a day. That was very, very easy. It was like a speedy mechanized way of killing people. But years prior when they first opened it, they didn't have all of this, so the way they killed the people that they brought there was that they had to dig ditches maybe 10 foot deep and after they dug these ditches, there were lined up against the edge of the ditches and they were shot in the back, killing them and these people fell into these ditches. And then those few people that they kept that were in charge again like these men that were in charge of taking the people to the crematorium, they were also charged in covering up these...uh...these 10 feet ditches with all these people in there with just some dirt. But through the years, the bodies were eroding.They were deteriorating, and as the fluids from the bodies went into seep into the ground and washed down by the underground water, it went into the water system. So the water that we drank to try to quench our horrible thirst was in fact poison because we were poisoned by this water...this sewer water that was the bodies gave out and went into the water system. So when we were in the...in the barracks and then when we consequently had to stand 3, 4 hours in front of the barracks morning and evening to be counted, we got very, very sick. We were very weak, especially the little people like myself. I was, you know, very, very frail and very small and I had just turned 14. And I got very, very sick. And so were many others. So those people who were...did not get quite sick or didn't have to take part in the water, they were standing erect all this time and those of us that were so horribly sick that we couldn't even stand up, we were sitting on the floor until the Germans got close enough that we would have to stand only for a minute or two and then we...they helped us stand up and supporting us more or less from the back or from the side so that we could stand up long enough for that minute or two. Because when they came to count us, they were also looking us over because if anybody looked sick or older than what they thought or weak, they would just take him right out and off they went to the crematorium again. So these so called selections were actually taking place continuously. So while we were standing there and then they went on and on, then we finally after 3 or 4 hours after we were counted, we could go back into the barracks and lie down on this...on this...uh... platforms or cubicles and that's where we werestaying. Now, fortunately our group only stayed in Auschwitz for about a week. We were needed in an ammunition factory in the Polish-German area near Breslau. Of course, again, we didn't know anything about this. We were just loaded up one morning, you know, when it was just first getting... getting...beginning to get light into trucks covered with canvas. And we were traveling for a few hours. We didn't know where to. And they didn't want us to see where we are going or what was in the surrounding area. So we were taken for hours in this...these trucks and then we arrived to our destination. Again, we didn't know where we were. But we just saw lots of trees surrounding us, and again unloading us and then we saw barracks again. And we were taken off the trucks and we were herded again in front of them and being counted and counted and counted again. And we found out that we are in a working camp where there were already about 5, 6 hundred women...uh...from Poland.These were Jewish women who were taken years before and they had been working in this factory already for some period of time and they were also taken from Auschwitz and from other...uh... exterminating and labor camps and they were needed here so they brought them here. And then we were joined...we joined them. And we found out that we are going to work in a ammunition factory. So we were woken up again, like about 5 o'clock every morning and lined up and counted again and then we would be given a piece of moldy, dark bread and what they called coffee was like...more like a luke warm brown water. And that was to last for the day. And some people were...couldn't even last to try to take a piece of it during...in the morning ____ and then save some for later and then others...well, some people just ate the whole thing right then and there because they were so hungry they could...they just couldn't last. And then others were portioning themselves to have a couple of bites 2 hours from now and another couple of bites a little bit later. But anyway this was our meal for the day that we were to work on first marching about an hour to this factory and another hour back to the barracks where we were staying. And we were working in this factory and you have to understand what we were...what we had to do in order to survive because whoever resisted was killed on the spot so there was no if...it was a choice. Either to live or to die! If you did what you were told, then temporarily you knew that you are alive.You don't know what happen...what happened the next day. There was the SS surrounding us and the...the big police dogs were with them all the time and all the guns. So if you didn't do exactly as you were told, the beatings were coming continuously. We were working on parts...different parts in this factory that went into airplanes...into bomb setting...time setting for the bombs, all kinds of ammunition that where they needed these little parts. We didn't know each one was working on something else. And this is what we had to make. With these guns...with these planes...with these bombs that we were making and creating, they killed the Allies. They were killing...they were taking it into the war mechanism. They were killing the Americans. They were killing the English and the Russians and the inmates in the concentration camp. That's what this was used for. And we had to make that. We had to make...help manufacture that if we wanted to survive. And human nature is very funny. We all want to live. The oldest and the sickest person in this world wants to go on living. That is human nature. Good or bad, I don't know. So.","[1, 2, 3]"
Q: How did your mother fare at this time?,"A: My mother was an...a astonishing woman. She was 43 years old. I can thank her my survival because I didn't know when she took that piece of bread from me to...for safekeeping for the day to give me a piece, you know, every few hours to sort of sustain me through all this. And not only did she give me the piece of bread that I was given, she was giving me a piece of her bread without me knowing so that I would have a little bit more food so I could go on and survive. We didn't know for how long or what or what's going to...to happen the very next day or the next hour. But she was giving me part of her bread, which I only found out later after the war was over what she was doing. She gave the last...what ever she could come...she would protect me. She would cover me when they were marching rain, snow, cold. All we had this...was this one grey dress with...which by the way we..the only time we were able to clean was on Sunday. And boy Sunday was a special day. We only worked 6 days a week in this factory. As I said we would be woken up around 5 o'clock in the morning and stand in line until counted for a couple of hours and then marched to the factory and then work there for about 12 works without...well, we had a half hour break simply...not for us...not for the inmates, just so that the Germans who worked there and who were running the factory and the SS that were watching us, that they could take a break for some lunch.","[1, 2, 3]"
Q: Excuse me. This is a good place to pause. Let's do that and change tapes.,A: Okay.Tape #2,"[1, 2, 3]"
"Q: Well, we're back to Sundays being very special because we did not have to go to work in the factory. What we did was, again, of course, being counted in the morning and given the warm coffee and a piece of bread for the day. And then we were to scrub the barracks and the place where were we staying and the floors spotless. And that was being inspected after we thought we cleaned it. And if the SS was not satisfied, then we got the beatings of our life time and start all over again. And we did this most of the day...a good part of the day just cleaning and scrubbing and spotless again, inspection, and back to square one. And then toward the end of the day we were given the specialty of the day. We would have a special meal. It wasn't just the hot water they called soup with the green leaves floating in it for the...the meal for the end of the day. We were given a soup that had potatoes in it and I hope you don't get sick if I tell you what else was in there which we felt was the delicacy of the day. That was horse meat. And if...as we were dealt this soup and if in the ladle a little piece of that horse meat got caught among those couple of potatoes and the green leaves, it was like the delicacy that we called like a piece of caviar that we had. And it...this is what we were looking forward to all week. This is the main meal. This was once a week that we had a little bit more than just the plain brown water with a little moldy piece of bread and the hot water with green leaves, you know, at the end of the day. And this is how we were for almost a year. In this camp which was called Peterswaldau"" and the factory if I can still remember is called Diehl, I think, D-I-E-H-L. And this is where these parts of the bombs and ammunition were being made by us, the inmates. The last month or so we were already---the factory apparently didn't...they did not have the raw material to continue with this so they utilized us ..uh...for dig...digging fox holes. Because the front was getting closer and closer. The Russians were already very, very close. And in order to protect those remaining soldiers who were already at this point either older men or little kids because all the able men were already killed off. And we were to dig these fox holes in which these last remaining front was being fought. I must have weighed maybe...if 1 was lucky maybe 50, 60 pounds. I was like a skeleton. I was very small to start with. When I had to pick up this shovel in order to...to dig these ditches (laughing) it was heavier than I was. It felt like God only knows what I'm lifting in order to..but I had to keep digging and I had to try because if I didn't or those who didn't were pulled out of there and they were shot, taken to the side of the road and shot. Q: I think at this point, this seems a perfect finish to stop. I want to say thank you for being here and doing this.","A: The only thing if I could add, I would like to. What I do now, although I work full time, is that I belong to a small group of people that's called the Holocaust Survivors Group in Houston.","[1, 2, 3]"
Q: Go ahead.,A: It's alright?,"[1, 2, 3]"
