Question,Answer,topics
"Q: This is the United States Holocaust Memorial Museum interview with Margaret Schoenfeld on February 4th, 2011 in Fairfax, Virginia. And I want to start by thanking you, Mrs. Schoenfeld, for agreeing to meet with me today, to talk with me today about your life, about growing up in Germany. And as we always do, we start at the beginning.","A: When I was born, January of -- December -- December.","[1, 2, 3]"
Q: Okay. December?,"A: 21st, 1914.","[1, 2, 3]"
"Q: 1914, December 21st, 1914. Where?",A: In Lindau.,"[1, 2, 3]"
Q: Is that a town?,A: Lindau is a small town near Kaiserslautern.,"[1, 2, 3]"
Q: Isee.,A: Kaiserslautern is American --,"[1, 2, 3]"
"Q: Army bases, I believe, were there. After the war.","A: Yes, of course.","[1, 2, 3]"
Q: So it was what became the American zone in west Germany after the war was over.,"A: We associated with -- only with Jewish people, not the Gentile people.","[1, 2, 3]"
Q: Tell me about your parents and if you had brothers and sisters.,A: Thad one brother.,"[1, 2, 3]"
Q: What was his name?,A: What?,"[1, 2, 3]"
Q: What was his name?,"A: Hans Weiss. And he studied -- he had -- my grandmother was in Alsace-Lorraine. And each year was one day where the French people could come to Germany. And on that day, they came and visited my grandmother because she was in Alsace-Lorraine.","[1, 2, 3]"
Q: So she was from Alsace-Lorraine in France?,A: Yeah.,"[1, 2, 3]"
"Q: What was her name, your grandmother?",A: What?,"[1, 2, 3]"
Q: What was your grandmother's name?,A: It was near Strasbourg. Colmar.,"[1, 2, 3]"
"Q: That's the town, Colmar?",A: Colmar.,"[1, 2, 3]"
Q: Isee.,A: That's where my relatives lived. They lived in Strasbourg and by Colmar.,"[1, 2, 3]"
Q: Strasbourg is a very pretty city.,A: Yeah. And all the little towns. I had later -- I forgot where they all lived.,"[1, 2, 3]"
Q: Is it -- was this your mother's mother or father's mother?,A: Father's mother.,"[1, 2, 3]"
"Q: Okay. And your maiden name was, can you tell me?","A: My maiden name was Weiss, W-E-I-S-S.","[1, 2, 3]"
"Q: Weiss, that also was your grandmother's name?",A: Yeah.,"[1, 2, 3]"
"Q: Your brother, was he older than you or younger?","A: Yes, he was five years older than me.","[1, 2, 3]"
Q: Isee.,"A: And we had -- there was one year, one day of the year since the French people could come to Germany and they came one day to visit my grandmother because it was her end and they came and when they came we gave them money.","[1, 2, 3]"
Q: You gave the French people money?,"A: Gave the French people money. And the money, my brother studied to be a doctor and we sent money -- he sent to Switzerland and studied because the American, what wasit, the Americans wouldn't acknowledge, so he went to studied. And in Switzerland we had relatives also.","[1, 2, 3]"
"Q: All of this sounds interesting, but I'm still confused by it. So let me ask a whole number of questions so that it can become a little clearer. I want go back and just repeat, your brother was five years older than you were?",A: Yeah.,"[1, 2, 3]"
Q: Which means that he was born in 1909 or 1910.,"A: Yeah, something like that. August 31, 1909. UNIDENTIFIED SPEAKER: August 31st, 1909. BY INTERVIEWER:","[1, 2, 3]"
"Q: August 31, 1909.",A: And he was always -- then when he wasn't eating right -- what do you call it? What is it where he went? UNIDENTIFIED SPEAKER: To medical school?,"[1, 2, 3]"
"Q: August 31, 1909.",A: Medical school. BY INTERVIEWER:,"[1, 2, 3]"
"Q: When he wasn't eating right, as a child did he go hospital?",A: Asachild. I don't know. UNIDENTIFIED SPEAKER: I don't know. BY INTERVIEWER:,"[1, 2, 3]"
"Q: When he wasn't eating right, as a child did he go hospital?","A: +, Not a sanatorium. It was a town.","[1, 2, 3]"
"Q: Oh, I see.","A: There was a lady had a little girl and they went. And after 33 years, it just hadn't since they meet again. They didn't meet again. And then you had to go to Stuttgart to get your Visa. You had to be born -- you know, you couldn't -- Jewish people had to be born + and all of sudden somebody said, oh, gosh, I know somebody from Lindau.And he said, oh, yeah, he's going to the United States, but he doesn't have anybody. And that lady's relatives, they came from Klingsbow (phonetic) and they had money since they pick up my brother.","[1, 2, 3]"
Q: This is already after he's a young man?,A: Huh?,"[1, 2, 3]"
Q: Is this when he's already a young man?,A: Yes.,"[1, 2, 3]"
Q: Isee.,A: There was a girl --,"[1, 2, 3]"
Q: Hang on just a second. Hang on just a second. Hang ona second. Okay. So I'll ask about your brother later. Right now I'd like to find out about your father. What was your father's name?,A: Nathan Weiss.,"[1, 2, 3]"
Q: Was he born in Lindau?,A: No.,"[1, 2, 3]"
Q: Where was he born?,A: Good question. I don't know.,"[1, 2, 3]"
"Q: And can you tell me, what did your father do, what was his job, what was his profession?",A: He had tobacco.,"[1, 2, 3]"
Q: Does that means he owned a tobacco company?,A: Yeah.,"[1, 2, 3]"
Q: Did he own a store?,A: No. It was a wholesale place.,"[1, 2, 3]"
Q: And was it large?,A: (No verbal response.),"[1, 2, 3]"
"Q: How many workers were employed there, do you know?",A: I don't know.,"[1, 2, 3]"
Q: Okay. The reason I ask is I want to kind of find out what kind of situation your family was in. Were they well to do?,A: Yes.,"[1, 2, 3]"
Q: You were well to do?,A: Very well to do.,"[1, 2, 3]"
Q: Can you tell me about your house where you grew up? Did you have maids? Did you have servants? Did you have lessons in different things like music? Can you tell me a little bit about that?,"A: Well, my parents loved music.","[1, 2, 3]"
Q: Did you live in a big house?,A: No. Our house was -- we had apartments there.,"[1, 2, 3]"
Q: Isee. So did you live in an apartment house?,A: Yeah.,"[1, 2, 3]"
Q: An apartment building?,A: Yeah.,"[1, 2, 3]"
"Q: Your mother, what was her name?","A: Hayden Weiss, she was -- you saw the letter from my -- from my grandfather. UNIDENTIFIED SPEAKER: Hedwick. BY INTERVIEWER:","[1, 2, 3]"
Q: Hedwick?,A: Hedwick Weiss. And you know my grandfather how smart he was and all. UNIDENTIFIED SPEAKER: Answer the question now. Go ahead. BY INTERVIEWER:,"[1, 2, 3]"
"Q: So your mother, what was her background? Was her family also well to do?","A: They were well to do and she and my grandfather had, I guess, four daughters and two sons and all four daughters had to go to Switzerland.","[1, 2, 3]"
Q: To school?,A: To school for two years.,"[1, 2, 3]"
"Q: What was your grandfather's business, do you remember?",A: What do you call -- what do you call that? From the animals.,"[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?","A: Idon't know. ontectnetonancedjusetneey for tarher biormatoerabouttfisestecion UNIDENTIFIED SPEAKER: Was it clothing, did they make clothing?","[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?","A: No, no. UNIDENTIFIED SPEAKER: From the animals.","[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?",A: From the animals. UNIDENTIFIED SPEAKER: What was it?,"[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?",A: Idon't know. UNIDENTIFIED SPEAKER: What did they make from the animals?,"[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?","A: He was -- it's the letter from the Army from my grandfather. UNIDENTIFIED SPEAKER: That won't answer the question about what his business was, though.","[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?",A: Idon't know. UNIDENTIFIED SPEAKER: But you don't remember what he used the animals for?,"[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?","A: The animals -- no. UNIDENTIFIED SPEAKER: You keep going like this on your leg, so I'm trying to figure out what that is. Okay. We'll go back to that.","[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?",A: You can read the letter. UNIDENTIFIED SPEAKER: Okay.,"[1, 2, 3]"
"Q: Hides, you mean the skin, the fir?",A: He was very smart. UNIDENTIFIED SPEAKER: I'll find that. BY INTERVIEWER:,"[1, 2, 3]"
Q: He was a very smart man?,A: He was drafted in the Army.,"[1, 2, 3]"
Q: He was in the German Army?,"A: Yes. And then in the Army, they saw how smart he was and said he could not be dis -- he has to be a lieutenant or something because he was very smart.","[1, 2, 3]"
Q: This must have been the first World War?,A: Yeah.,"[1, 2, 3]"
Q: Okay. Did you know him?,"A: Sure. I know most my parents -- most my mother's parents and my father's parents, I knew them both.","[1, 2, 3]"
Q: How did your parents meet?,A: Holy cow. How my parents meet. I don't know.,"[1, 2, 3]"
Q: They never told you?,"A: No. Absolutely not. Like I said, I'm lucky that I know how I met my husband. UNIDENTIFIED SPEAKER: How old are you? BY INTERVIEWER:","[1, 2, 3]"
Q: Did they tell you stories of their own childhood?,A: What?,"[1, 2, 3]"
Q: Did your parents tell you stories of their own childhood?,A: No. Thad -- [had -- what do you call it -- a maid.,"[1, 2, 3]"
"Q: A maid, a nanny?",A: Ananny. UNIDENTIFIED SPEAKER: What was her name?,"[1, 2, 3]"
"Q: A maid, a nanny?",A: Good grief. BY INTERVIEWER:,"[1, 2, 3]"
Q: That's all right.,"A: Gochia (phonetic), but she was helpful when Hitler came and said all the German men get arrested and she said I help, he won't get arrested. She was our nanny for my brother and for me.","[1, 2, 3]"
Q: So she was like a family member?,A: Yeah.,"[1, 2, 3]"
Q: Did you love her?,"A: Yes, I did.","[1, 2, 3]"
"Q: And so you were close to her, she was as good nanny?","A: Yes. And she was very helpful. She helped keep them from being arrested and she was very helpful. Her fiance, more or less.","[1, 2, 3]"
Q: Her what?,A: Her fiance. She was with us since my brother was born.,"[1, 2, 3]"
Q: So that's a long time.,A: Yeah.,"[1, 2, 3]"
Q: And was she a Gentile?,"A: Yes, but she was nice.","[1, 2, 3]"
"Q: Were there -- when you were growing up, did you have a large circle of friends?","A: No. We did not associate with Gentile people. We had -- we stayed -- there was a -- what do you call it, a community.","[1, 2, 3]"
Q: A Jewish community?,"A: Community, did not associate with Gentile people.","[1, 2, 3]"
Q: Why not?,A: We associated with Jewish people.,"[1, 2, 3]"
Q: Okay. So there weren't like --,A: Gentiles didn't want you.,"[1, 2, 3]"
Q: Isee. Did you feel that pretty early on?,"A: Oh, early. And I remember my dad -- my husband, he was an valedictorian of his class. But he refused it.","[1, 2, 3]"
Q: Really.,"A: And said it was a long time ago because my husband was -- I don't know how old he was, but he -- and said it was a long, long time ago. He did not associate with Gentile people.","[1, 2, 3]"
Q: But did you have a large circle of friends from the Jewish community --,A: It was a small community.,"[1, 2, 3]"
Q: There weren't many Jews then in Lindau?,"A: There weren't that many Jews, but, you know, Max was a valedictorian of his class and he refused it. And said it was a long time ago.","[1, 2, 3]"
Q: Yeah.,"A: You know that he refused it. And it's a community for dancing, you did not go, you did not associate with Gentile people.","[1, 2, 3]"
"Q: Did you have girlfriends as you were growing up, Jewish girlfriends?","A: Jewish, yes. Lindau was a small town, was only 20,000 people.","[1, 2, 3]"
"Q: Yeah, that's small. That's small.",A: But --,"[1, 2, 3]"
Q: Did you feel lonely growing up?,"A: With Jewish people, yes, but not with -- since we have Jewish, like, a community center, you know, and you did your --","[1, 2, 3]"
Q: Socializing?,A: Socializing.,"[1, 2, 3]"
"Q: Now, was there a synagogue in Lindau?","A: Oh, yeah. Very nice one.","[1, 2, 3]"
Q: Okay.,"A: Lindau had, actually, a lot of Jewish people.","[1, 2, 3]"
Q: It did?,A: Yes. See in the folder. What's the name? UNIDENTIFIED SPEAKER: The name of the synagogue?,"[1, 2, 3]"
Q: It did?,"A: Yeah. UNIDENTIFIED SPEAKER: I haven't seen that yet, but maybe.","[1, 2, 3]"
Q: It did?,A: The Jewish people mostly were well to do. BY INTERVIEWER:,"[1, 2, 3]"
Q: Isee. What were most of the businesses?,A: What happened -- UNIDENTIFIED SPEAKER: Try that question again. BY INTERVIEWER:,"[1, 2, 3]"
Q: What were most of the --ontactrefiranneGaushariarg a hither atrmedortabeattfiexaliaton,A: Once some poor people came from Poland and we gave them food and we helped them.,"[1, 2, 3]"
Q: Would these have been poor Jewish people?,A: What?,"[1, 2, 3]"
Q: Poor Jewish people?,A: Jewish people.,"[1, 2, 3]"
Q: What were the businesses that the Jews of Lindau had? How did they make their living? How did they build up their wealth?,"A: Well, some of them doctors and some had business, you know.","[1, 2, 3]"
Q: Did you have a best friend growing up?,A: What?,"[1, 2, 3]"
Q: Did you have a best friend growing up?,"A: Jews, we did not associate with Gentile people.","[1, 2, 3]"
"Q: Iunderstand. But I'm trying to get a sense of what was your childhood and young years like, whether you had a lot of friends and if so who they were.",A: We had Jewish friends.,"[1, 2, 3]"
Q: Yeah.,"A: Oh, my God. UNIDENTIFIED SPEAKER: Did you have a best girlfriend?","[1, 2, 3]"
Q: Yeah.,"A: Jewish. UNIDENTIFIED SPEAKER: I understand that, but what was her name?","[1, 2, 3]"
Q: Yeah.,A: Holy cow. I don't know. Sorry. BY INTERVIEWER:,"[1, 2, 3]"
Q: That's okay. It's okay. UNIDENTIFIED SPEAKER: I did find out her grandmother's name. Your grandmother's name was Sarah.,A: Lindau had so many Jewish people and they associated. UNIDENTIFIED SPEAKER: Who did you go to the community center with?,"[1, 2, 3]"
Q: That's okay. It's okay. UNIDENTIFIED SPEAKER: I did find out her grandmother's name. Your grandmother's name was Sarah.,"A: We did not associate with Gentile people. I had no Gentile friends. UNIDENTIFIED SPEAKER: Who did you go to the Jewish community center with? What were your friends"" names that you went to the community center with?","[1, 2, 3]"
Q: That's okay. It's okay. UNIDENTIFIED SPEAKER: I did find out her grandmother's name. Your grandmother's name was Sarah.,"A: Oh, for heaven's sake, don't ask me anything like that. UNIDENTIFIED SPEAKER: You don't remember. Okay.","[1, 2, 3]"
Q: That's okay. It's okay. UNIDENTIFIED SPEAKER: I did find out her grandmother's name. Your grandmother's name was Sarah.,A: Idon't know anymore. BY INTERVIEWER:,"[1, 2, 3]"
"Q: That's okay. That's okay. Did you go to school, public school or a private?",A: Public school.,"[1, 2, 3]"
Q: Were there German Gentiles in that school?,A: Yes.,"[1, 2, 3]"
Q: Do you remember what your school years were like? Did you enjoy going to school?,"A: Thad two Gentile friends and associated with Jewish people, you know, Lindau had, I remember, about five Jewish kids in one class, six, you know.","[1, 2, 3]"
Q: Do you remember the names of those two Gentile friends?,"A: Oh, God.","[1, 2, 3]"
Q: Do you remember what they were like? Were they nice? Were they -- did they stay your friends?,A: What?,"[1, 2, 3]"
