Question,Answer,topics
"Q: This is an interview with the U.S. Holocaust Memorial Museum. Today is the 15"" of October, 2010. I'm here with Erica Kanter, and I am Ann Erling. So, let's start. Let's start from the very beginning. Could we get your full name, the name, if it was different at birth, and your birthdate and where you born, please?","A: Yes. The name is Erica Kanter. The maiden name was Hecht, h-e-c-h-t.I was born in Stuttgart, Germany in April 19"", 1929.","[1, 2, 3]"
"Q: Okay, and then just tell me about your childhood; your home and your family, and what -- what life was like?","A: I lived in Stuttgart. My father was a physician. My father was Jewish, my mother was Catholic, but neither of them really practiced their religion. My father was a very successful physician, so we had a very nice, privileged life. We lived in Stuttgart, which was a very modern city at the time. They had buildings by Gropius, and I had a very privileged childhood. We had live-in helpers who were like family and so my childhood was a very happy childhood.","[1, 2, 3]"
Q: Do you have any siblings?,"A: Yes, I have a sister who's five years older than I, here name is -- was Lisalotte(ph), and now is Lisa. And my brother, who's three years older than I,Interview with Erica Kanter "" October 15, 2010 his name is Karl Theodore, and is now Ted. My sister lives in Los Angeles, my brother lives in Ann Arbor, Michigan.","[1, 2, 3]"
"Q: Okay, did you -- you attended school in Stuttgart?","A: Yes, I went to elementary school, and -- for four years, and my teacher, whom I adored, was Fraulein Gruninger(ph). And I went to the Wagenborg(ph) schule and had a very happy early education.","[1, 2, 3]"
Q: Were there both Jewish and non-Jewish children at this school?,"A: Yes, there were all kinds of children, Jewish, Catholic, Protestant. And I have a friendship book in which some of them signed and had their pictures, and they're of all religions.","[1, 2, 3]"
"Q: Okay, so a lot of your friends were both Jewish and non-Jewish?","A: Yes, mm-hm.","[1, 2, 3]"
Q: Okay. What are some of your earliest childhood memories?,"A: Well, [have a lot of them, and many of them are in a memoir which I wrote, and was published last year. We were very close to my parents and we did the usual amusements and entertainments for Germans of the time. We went walking a lot, and we went to the puppet theater, and we visited my grandparents, who lived in Ulm. And in the summer, we went to Czechoslovakia, where my maternal grandparents had an estate, which was a castle. And so for the first sevenontectnetonancedjusetneey for tarher biormatoerabouttfisestecionInterview with Erica Kanter degOctober 15, 2010or eight years of my life, I went to Czechoslovakia every summer to spend time atthe castle. So --","[1, 2, 3]"
Q: That's so cool.,A: -- Thad a very privileged childhood. Nothing but happy childhood.,"[1, 2, 3]"
Q: That's so good. So you said that your family didn't really practice religion. Did,"A: Not really. I-I think even my grandparents, my paternal grandparents, whowere Jewish, I don't think they practiced their religion either, which was notunusual for a lot of German Jews. But I did go to Sunday school. I went toGerman Lutheran Sunday school, and I think I just, you know, went once a weekand it was just part of my growing up, I guess. And then when I came to theUnited States in 1940, I became a member of the congregational church, whichapparently is not too dissimilar from the German Lutheran church.","[1, 2, 3]"
Q: Mm-hm. Remind me again what year you were born?,A: Iwas born in 1929.,"[1, 2, 3]"
"Q: Okay. So, did you experience any anti-Semitism when you were growing up?","A: Not really. It seems that Stuttgart was rather late in having anti-Semitismvisible. I did know that -- I think in 1938 perhaps, I was no longer allowed to go toInterview with Erica Kanter deg October 15, 2010 the swimming pool. But I stayed in school, I think until early in 1939. However, in 1938, my father lost his medical license, and on Kristallnacht he was arrested and he was sent to Dachau. Now, in those days, apparently, you could still get out after a fo -- short period. And he was there for a month, and the requirements for leaving at that time, as far as I know, were that you had already applied for a visa to leave Germany, and that you had served in the German army in World War I.And my father was in the German army as a medic in World War I, but he was sent to Dachau. And then, we're not a hundred percent sure if the story is true, but I was told that the police chief in Stuttgart had a six year old son, and my father was the family doctor, and they say that my father saved the child's life. And that when this police chief heard that my father was in Dachau, and had already applied for a visa and had served in the army in World War I, he also helped him.So my father got out of Dachau after a month, after he had to have surgery which was caused by his stay in Dachau, where they ruined his sinuses. He left through Switzerland and then went to England. And he came to England in September of 1939. My brother, my sister and I were sent to England in, I think April of 1939, on the Kindertransport.","[1, 2, 3]"
"Q: Okay. Well, let's -- let's back up a little fur -- a little bit before we talk about the Kindertransport. Do you remember -- you said you remember not being able toInterview with Erica Kanter "" October 15, 2010 go to the swimming pool any more. Do you remember anything else happening at -- you know, your father losing his practice, but I mean, did children treat you differently at school?","A: No, no. No one treated me differently while I was still in school. My teacher didn't, my friends didn't. So it really didn't affect me too much. And I was probably doing something very silly, I-- my mother did let me have English lessons for a short while. And I remember going on the street and practicing my little English sayings, which of course was not very smart, because if anyone had heard me, there might have been a problem, but fortunately no one ever heard me or paid attention.","[1, 2, 3]"
Q: So you attended school up until you left?,"A: Yes. I think I probably was taken out of school few weeks or months, I really don't remember how long. But I know that my mother had lots of clothes made for me to take to England, and I did have these English lessons, but I don't remember how long I was out of school.","[1, 2, 3]"
"Q: Did your family at home, did your parents talk about the Nazi rise to power?","A: No, no.","[1, 2, 3]"
Q: It wasn't a concern?,"A: No, the only thing I remember is that the night my father was arrested, mymother woke me up and I remember having to say goodbye to my father, but that's","[1, 2, 3]"
Q: How long -- sorry to interrupt --,A: That's all --,"[1, 2, 3]"
Q: -- how long was he in Dachau?,"A: About a month, I think.","[1, 2, 3]"
"Q: Okay, so when did your parents talk to you about the Kindertransport? When","A: I don't really remember. I don't remember whether my mother ever explainedit to me. It was through my mother that we were able to get out, because she didall this while my father was in Dachau.","[1, 2, 3]"
"Q: So this was in April or May of ""39?",A: I think we left in April 1939.,"[1, 2, 3]"
Q: Okay. And then what -- what went into the preparation? Like you said your,"A: My mother had lots of clothes made, and I had a ba -- brand new quilt for mybed, and she packed all my things, and I had some of my favorite books. One wasabout three Teddy bears, another one was about Kaspalay(ph), which is a puppet.Interview with Erica Kanter deg October 15, 2010 And I also had family photo albums that she gave me. And -- but I really don't remember being scared or traumatized. I-I just didn't really know what was going on, I was nine years old.","[1, 2, 3]"
Q: What about -- and your brother and your sister were -- went as well?,"A: Yes, we all three left together. Now, I'm sure that my sister, who was 14, and my brother, who was 12, have more memories of it than I did. My brother, for example, remembers my mother saying goodbye to us at the railroad station. And I've read recently that Nazis did not want parents on the station -- on the platform, but apparently my mother did go, and my brother remembers that. I don't remember that at all.","[1, 2, 3]"
Q: So you don't -- you don't recall the days leading up -- whether or not -- how you were feeling --,"A: No, not really.","[1, 2, 3]"
Q: Okay. Do you recall the -- the journey to England at all?,"A: A little bit. I played the violin at that time, and I know they made me play the violin on the train, because many Jewish families bought expensive musical instruments to give to their children to take out, so that they could be sold for money later. And so the Nazis wanted to make sure that I could play the violin,Interview with Erica Kanter me October 15, 2010 and I did, and I remember I played ""Ach du lieber Augustine,"" which was a famous song at the time for children. But that's all I really remember.","[1, 2, 3]"
"Q: Okay, did you know if you went by train to -- to Holland?","A: I think so, and then by whatever to England, and we went to London where the three English families that were taking us, met us. And my sister went to Buxton, my brother went to Harrow, and I went to Marple, which is outside Manchester.","[1, 2, 3]"
Q: Okay. So what was the family like who you lived with?,"A: My foster father was professor of engineering at the University of Manchester, and his wife Edith. And they had twin daughters who were about six months older than I, Joyce and Kathleen. And the day that I arrived, and we went to Marple, my English family had a high tea in my honor. And I was very surprised, because I thought my foster mother spoke fluent German, I thought this is very easy to understand. And then when it was bedtime, the woman I thought was my foster mother disappeared. Turns out that my foster parents had invited the German teacher from the high school to come for the day and make my transition less traumatic. But from then on, I was on my own. But they were wonderful. And I am still in touch with them, and in 2008 I went to England for the twins 80"" birthday. And we correspond, we send each other letters with pictures of ourontectnetonancedjusetneey for tarher biormatoerabouttfisestecionInterview with Erica Kanter ""October 15, 2010grandchildren, and we're still very close. The only one in the family who is thatway with the English family is I. My brother and sister did not keep in touch withtheirs until a few years later.","[1, 2, 3]"
