Question,Answer,topics
"Q: This is a United States Holocaust Memorial Museum interview with Jan Aronson, taking place on August 24"", 2016, in Los Angeles. Thank you again, for agreeing to be interviewed, we very much appreciate it.",A: You're welcome.,"[1, 2, 3]"
"Q: Yeah. And so, before we jump in, I want to let you know I noticed all the beautiful paintings you have in your home. Have you been collecting art for a long time?",A: No.,"[1, 2, 3]"
Q: No?,A: Not really. I-- we've always had art.,"[1, 2, 3]"
Q: Do you have a favorite art style that you like?,A: We have a lot of art that friends did.,"[1, 2, 3]"
Q: Oh really? Wow.,"A: So, that one is Sam Amato, who was a friend. You know, various -- Chagall was not a friend.","[1, 2, 3]"
"Q: Yes. Yeah, but they're just, they're so beautiful.",A: Thank you.,"[1, 2, 3]"
"Q: I noticed them, and -- yes, ma'am.ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Jan Aronson 4 August 24, 2016","A: We don't have enough walls, I would have more.","[1, 2, 3]"
"Q: Just have whole walls of art, and --","A: Yeah, right.","[1, 2, 3]"
"Q: Yes, ma'am. Well, yeah, so we'll start -- we'll start the interview, and we'll start at the very beginning --",A: Okay.,"[1, 2, 3]"
"Q: -- with your birthday, and you know, the pre-war years, and then we'll move chronologically from there.",A: Okay.,"[1, 2, 3]"
"Q: So, yeah. Could you please tell us your birthday?","A: December 8"", 1925.","[1, 2, 3]"
Q: 1925. And where were you born?,"A: I was born in Cologne, Germany.","[1, 2, 3]"
Q: Did you have -- were you born with a different name?,A: Yes.,"[1, 2, 3]"
Q: And what was your name when you were born?,"A: Hannaliese(ph), first.","[1, 2, 3]"
"Q: First. Okay. Did you always go by Hannaliese(ph), or did you have a nickname, or--ontactrefieannedjustanmiang er hither btemelortabnattfiexaliaton Interview with Jan Aronson deg August 24, 2016",A: No. Changed when I came to the United States.,"[1, 2, 3]"
"Q: What was Cologne like, back when you were born, and growing up?","A: Cologne was a very beautiful city on the Rhine. My parents were always very interested in art, so I was raised with it. Our house was very close to the Rhine, and my fa -- my father had a boat on the Rhine. We used to go on his boat. What else would you like to know? I left when I was 13.","[1, 2, 3]"
Q: Okay.,A: So-,"[1, 2, 3]"
Q: Sure. Were your parents also from Cologne?,"A: Yes, they were from the Rhineland, both of them.","[1, 2, 3]"
"Q: From the Rhineland, okay. And what were their names?","A: Herta and Eric f-u-r-s-t, Fiirst.","[1, 2, 3]"
Q: And do you know --,A: With an umlaut.,"[1, 2, 3]"
"Q: Umlaut, okay. And do you know when they were born?","A: No, I don't really know.","[1, 2, 3]"
Q: That's okay.,"A: What year, you mean? No, I don't.","[1, 2, 3]"
