Question,Answer,topics
Q: This is the United States Holocaust Memorial Museum interview with Michael,"A: My name is Michael Wolff. I was born in Breslau, Germany on June 29th, 1936.","[1, 2, 3]"
"Q: First of all, let me thank you for taking the time to conduct this interview with us, and","A: Okay. I was born in Breslau to -- to Arnold and Elsa Wolff, who lived in Reichenbach,where my father had an interest in a sawmill. I was very young when I left Germany. Idon't have any recollection of the size of the town. The reason I was born in Breslau isthat my father did not like the clinic in Reichenbach so he sent my mother to Breslau, butwe actually lived in Reichenbach. As far as the town, I have no memories at all because Iwas just -- I left just before my third birthday.","[1, 2, 3]"
Q: I see. Did you have -- and do you have any brothers and sisters?,"A: I don't have brothers and sisters. I'm an only child. As a matter of fact, when mymother told her father that she was pregnant he was very annoyed with her. His commentwas that you don't bring a Jewish child into the world under the present conditions inGermany.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial MussH ase ection eb yal dest aeues: lntgimalien abgubgcess andInterview with Michael W. Wolff 4","[1, 2, 3]"
Q: So both of your parents were Jewish or just --,"A: Both of my parents were Jewish. My father was born into an orthodox family. He wasthe youngest of six, of Doctor Wilhelm (ph) Wolff and Hermenia (ph) Wolff. My motherwas -- was the youngest of two. She was born into the Frantz and Martha David familyin -- in Guben.","[1, 2, 3]"
Q: What was their occupations by the time --,"A: My father -- my mother worked in -- in my grandfather's store when she was young.Her mother died when -- when she was only 13, and -- no, I'm sorry, 17, and she -- so sheworked in the store helping my grandfather. He had a general -- a small general store,toys and, you know, home goods and that kind of thing. My father was set up by mygrandfather with a half interest in a sawmill in Reichenbach. He was the youngest, like Isaid, and the rest of them, the older kids went to college, but by the time my father wasready to go my grandfather was getting old so he just bought a business interest, halfinterest in the business.","[1, 2, 3]"
"Q: Would you describe your family as well off or middle class or, do you remember that?","A: I would -- I don't remember much, but my -- my feeling is there -- they werereasonably well off. I think middle class is probably appropriate. My mother worked as abookkeeper for quite a while until she got married, and I know she got pregnant prettyquick after that.","[1, 2, 3]"
Q: Do you remember if your parents were religious?,"A: My father was born -- was raised orthodox, and he had a problem when one of hisfavorite cousins married out of the religion. They sit Shiva for her, and -- which really The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial MussH ase ection eb yal dest aeues: lntgimalien abgubgcess andInterview with Michael W. Wolff 5annoyed him, so he left -- he had nothing to do with orthodoxy the rest of his life. Wewere not extremely religious, but we -- he always celebrated the holidays. That's aboutthe extent of the -- of their religious activities for -- for various reasons. Shavuot wasnever a big thing in our house, but the Passover was very big always, always hadPassover, and they always attended services for Yom Kippur and Rosh Hashanah, and wedid almost nothing for Hanukkah, so that was basically it.","[1, 2, 3]"
Q: Do you remember that day when you were sent off as a Kindertransport child?,"A: No, I don't.","[1, 2, 3]"
Q: You don't remember that?,"A: No, I don't, but I can tell you the story behind it.","[1, 2, 3]"
Q: Sure.,"A: Of course in -- in early 1939 my mother's best friend sent her daughter Eva to be takenin by foster parents in Scotland, in Glasgow, Scotland, and my mother was unwilling tolet me go at that time. When -- by May she decided it was probably best if I go, so shemade arrangements for me to be adopted by the same family or by -- by a member of thatfamily in -- in -- also in Glasgow, Scotland.So in mid June, and I believe it's the 15th ofJune, but I'm not totally certain, she went to Berlin with me, and since I was -- I was twoweeks short of my third birthday, she was allowed to go on the train to -- to the -- to theship. So as a matter of fact the story she tells is that they had to stop the train becausea -- the head count was one over. They had counted her as one of the children. So oncethey got it straightened out we went to the -- shipboard, and she handed me over to one ofthe older girls, you know, please take care of my child, and that's how I got onto the ship.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.eae rights ee eee RSSRE BPS Sea IS: Memorial MussH ase ection eb yal dest aeues: lntgimalien abgubgcess andInterview with Michael W. Wolff 6There were approximately 180. I don't know the name of the ship. She wouldn't -- it wasvery, very difficult for her to talk about it. You know, it was really hard, and she hadhanded me off on a ship. She thinks there were about 180 on it, and I was the youngest ofthe -- the group.When we got to London, Liverpool station, she had arranged -- with herusual thoroughness she had arranged for her -- one of her girlfriends who lived in Londonto meet me there, and I met this lady much later on in life and she told me that, youknow, she was the only person in the London station speaking German, so I grabbed ontoher and I wouldn't let go. Now, the family that adopted me in Glasgow, Mr. and Mrs.Ness, Mr. Ness came down to London in his car and picked me up, and sheactually -- this lady Elsa Weiss (ph), was her name, you know, made sure I got with him,and we went to Glasgow.","[1, 2, 3]"
Q: And what are your first recollections of --,"A: [remember the house in Glasgow. I don't remember anything about the trip, but I doremember the house in Glasgow. You know, I remember at the end we were at a deadend street. At the end of the street there was a hill, and across the hill was a railroad track,and the trains would always fascinate me going by. I remember Mr. Ness very well. Idon't remember Mrs. Ness, and I don't remember Anita, their daughter, who was twoyears older than I am, and I do remember him -- you know, they were very orthodox, andhe was -- he always put on his tefillin in the morning prayers, and I had my -- my buildingblocks, my wooden building blocks, and I would tie those on standing next to him and Iwould dove in with him, you know, kind of imitating him. That I remember.","[1, 2, 3]"
